name,industry,office,size,review_counts,salaries_count,jobs_count,interviews_count,benefits_count,website,company_type,revenue,head_quarter,founded,interview_possitive,interview_negative,interview_neutral,interview_difficulty,benefits_score,rating,total_insurance_health_wellness_benefits,health_insurance,dental_insurance,FSA,vision insurance,HSA,life_insurance,supplemental_life_insurance,disability_insurance,occupational_accident_insurance,heakth_care_on_site,mental_health_care,retiree_health_and_medical,accidental_death_and_dismemberment_insurance,total_financial_retirement_benefits,pension_plan,plan_401K,retirement_plan,employee_stock_purcase_plan,performance_bonus,stock_options,equity_incentive_plan,supplemental_workers_compensation,charity_gift_matching,total_family_parenting_benefits,maternity_paternity_leave,work_from_home,fertility_assistance,dependent_care,adoption_assistance,childcare,flexible_hour,military_leave,family_medical_leave,unpaid_extended_leave,total_vacation_time_off_benefits,vacation_paid_time_off,sick_days,paid_holidays,volunteer_time_off,sabbatical,bereavement_leave,total_perk_discounts_benefits,employee_discount,free_lunch_or_snacks,employee_assistance_program,gym_membership,commuter_checks_and_assistance,pet_friendly_worksplace,mobile_phone_discount,company_car,company_social_events,travel_concierge,legal_assistance,total_professional_support_benefits,diversity_program,job_training,professional_development,apprenticeship,tuition_assistance
Nelnet,Lending,5 office locations,5001 to 10000 Employees,456,701,87,64,134,https://www.nelnetinc.com/,Company - Public (NNI),$1 to $2 billion (USD),"Lincoln, NE",1996,56%,21%,23%,2.3,3.9,3.9,5,1,1,1,1,1,0,0,0,0,0,0,0,0,4,0,1,1,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Motion Industries,Wholesale,12 office locations,5001 to 10000 Employees,186,194,785,20,55,https://www.motionindustries.com/,Subsidiary or Business Segment,$2 to $5 billion (USD),"Birmingham, AL",1976,75%,15%,10%,2.4,4,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stew Leonard's,Grocery Stores & Supermarkets,,1001 to 5000 Employees,145,172,32,21,26,https://www.stewleonards.com/,Company - Private,$100 to $500 million (USD),"Norwalk, CT",1969,81%,10%,10%,1.9,3.6,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summa Health System,Health Care Services & Hospitals,8 office locations,5001 to 10000 Employees,342,442,552,50,99,https://www.summahealth.org/,Nonprofit Organization,$100 to $500 million (USD),"Akron, OH",1926,60%,8%,31%,2.2,3.2,3.8,5,1,1,1,1,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Disney Consumer Products,Consumer Products Manufacturing,4 office locations,10000+ Employees,182,373,--,64,61,https://www.disneyconsumerproducts.com/,Subsidiary or Business Segment,Less than $1 million (USD),"Burbank, CA",null,73%,13%,14%,2.8,3.9,3.8,6,1,1,1,1,1,1,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,3,1,1,1,0,0,0,4,1,0,1,0,1,0,1,0,0,0,0,2,1,0,1,0,0
Jabil,Electrical & Electronic Manufacturing,28 office locations,10000+ Employees,1.8K,1.3K,1.3K,239,624,https://www.jabil.com/,Company - Public (JBL),$10+ billion (USD),"Saint Petersburg, FL",1966,66%,15%,18%,2.6,3.5,3.9,10,1,1,1,1,1,1,1,1,1,0,0,0,1,4,0,1,1,1,0,1,0,0,0,3,1,1,0,0,0,0,0,0,1,0,4,1,1,1,0,0,1,5,1,1,1,0,0,0,1,0,1,0,0,2,0,0,0,1,1
TIAA Bank,Banks & Credit Unions,8 office locations,1001 to 5000 Employees,296,649,--,58,85,https://www.tiaabank.com/,Subsidiary or Business Segment,$1 to $2 billion (USD),"Jacksonville, FL",1998,57%,23%,20%,2.7,3.8,3.8,6,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,3,1,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0
Lexmark International,Computer Hardware & Software,11 office locations,10000+ Employees,1.2K,891,285,163,396,https://www.lexmark.com/,Company - Private,$2 to $5 billion (USD),"Lexington, KY",1991,65%,8%,26%,2.7,3.8,3.8,12,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,1,0,0,1,0,0,0,0,9,1,1,0,1,1,1,1,1,1,1,5,1,1,1,1,0,1,5,1,0,1,0,0,0,1,0,1,0,1,2,1,0,1,0,0
SC Johnson,Consumer Products Manufacturing,33 office locations,10000+ Employees,989,809,143,192,272,https://www.scjohnson.com/,Company - Private,$5 to $10 billion (USD),"Racine, WI",1886,60%,20%,20%,2.9,4.1,3.8,6,1,1,0,1,1,1,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
GE Global Research,Research & Development,5 office locations,1001 to 5000 Employees,332,380,--,85,116,https://www.ge.com/research,Subsidiary or Business Segment,Unknown / Non-Applicable,"Schenectady, NY",1900,68%,14%,19%,3.2,3.3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Contech Engineered Solutions,Metal & Mineral Manufacturing,6 office locations,1001 to 5000 Employees,134,178,83,20,40,https://www.conteches.com/,Company - Private,$500 million to $1 billion (USD),"West Chester, OH",1986,60%,15%,25%,2.6,3.4,3.9,7,1,1,1,1,1,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1
Defense Finance and Accounting Service,Federal Agencies,5 office locations,10000+ Employees,251,314,25,39,109,https://www.dfas.mil/,Government,Less than $1 million (USD),"Indianapolis, IN",1991,54%,3%,43%,2.3,4.3,3.8,7,1,1,0,1,1,1,0,0,0,1,0,0,1,3,1,1,1,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,1,1,3,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,3,1,1,0,0,1
Florida Department of Transportation,Municipal Governments,2 office locations,5001 to 10000 Employees,123,146,--,24,19,https://www.fdot.gov/,Government,Unknown / Non-Applicable,"Tallahassee, FL",1969,67%,8%,25%,2.4,4.4,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Campbell Soup Company,Food & Beverage Manufacturing,24 office locations,10000+ Employees,912,1K,597,178,207,https://www.campbellsoupcompany.com/,Company - Public (CPB),$5 to $10 billion (USD),"Camden, NJ",1869,60%,19%,21%,2.8,3.8,3.9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,4,1,1,0,0,0,1,0,1,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1
Brinker International,Casual Restaurants,,10000+ Employees,359,450,--,38,70,https://www.brinkerjobs.com/,Company - Public (EAT),$2 to $5 billion (USD),"Dallas, TX",1975,61%,22%,17%,2.2,3.8,3.7,5,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,3,1,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vulcan Materials,Mining,13 office locations,5001 to 10000 Employees,225,760,439,45,34,https://www.vulcanmaterials.com/,Company - Public (VMC),$2 to $5 billion (USD),"Birmingham, AL",1957,82%,7%,11%,2.6,4.4,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bon Appétit Management,Catering & Food Service Contractors,,10000+ Employees,503,973,27,52,103,https://www.bamco.com/,Subsidiary or Business Segment,$1 to $2 billion (USD),"Palo Alto, CA",1987,63%,12%,25%,2.1,3.4,3.8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
City Electric Supply,Wholesale,5 office locations,1001 to 5000 Employees,244,213,25,19,74,https://www.cityelectricsupply.com/,Company - Private,$1 to $2 billion (USD),"Dallas, TX",1983,84%,5%,11%,1.9,3.1,3.8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Grand Canyon Education,Colleges & Universities,,1001 to 5000 Employees,111,174,209,14,10,https://www.gce.com/,Company - Public (LOPE),Unknown / Non-Applicable,"Phoenix, AZ",1983,43%,50%,7%,2.6,4.3,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qorvo,Electrical & Electronic Manufacturing,7 office locations,10000+ Employees,261,474,228,46,153,https://www.qorvo.com/,Company - Public (QRVO),$2 to $5 billion (USD),"Greensboro, NC",2015,74%,13%,13%,2.8,3.6,3.9,7,1,1,1,1,1,1,0,0,0,0,0,0,1,5,0,1,1,1,1,1,0,0,0,3,1,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0,1,4,1,0,1,0,0,0,1,0,0,0,1,3,0,1,1,0,1
BCG Digital Ventures,Consulting,8 office locations,1001 to 5000 Employees,190,172,132,100,48,https://www.bcgdv.com/,Company - Private,Unknown / Non-Applicable,"Manhattan Beach, CA",2014,50%,44%,6%,3.1,4.6,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eat PDQ,Fast-Food & Quick-Service Restaurants,,1001 to 5000 Employees,173,174,170,29,24,https://www.eatpdq.com/,Company - Private,Less than $1 million (USD),"Tampa, FL",2011,83%,7%,10%,1.7,2.7,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
Textron Aviation,Aerospace & Defense,2 office locations,10000+ Employees,549,843,130,99,129,https://www.txtav.com/,Company - Public,$2 to $5 billion (USD),"Wichita, KS",1927,75%,6%,18%,2.7,3.4,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ardent Mills,Food & Beverage Manufacturing,11 office locations,1001 to 5000 Employees,180,268,32,30,72,https://www.ardentmills.com/,Company - Private,Unknown / Non-Applicable,"Denver, CO",2014,60%,23%,17%,2.7,3.5,3.9,7,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Breakthru Beverage,Wholesale,22 office locations,5001 to 10000 Employees,358,835,156,38,91,https://www.breakthrubev.com/,Company - Private,$5 to $10 billion (USD),"New York, NY",1922,47%,18%,34%,2.7,4.3,3.8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spectra,Catering & Food Service Contractors,,5001 to 10000 Employees,121,155,217,16,37,https://www.spectraexperiences.com/,Company - Public,Less than $1 million (USD),"Lutz, FL",null,80%,20%,25%,2.1,3.4,3.8,3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thrive Skilled Pediatric Care,Health Care Services & Hospitals,22 office locations,1001 to 5000 Employees,156,282,1K,13,7,https://www.thrivespc.com/,Company - Private,Unknown / Non-Applicable,"Wakefield, MA",2016,92%,8%,9%,2.2,2.8,3.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ABF Freight,Trucking,25 office locations,5001 to 10000 Employees,384,441,371,80,75,https://www.arcb.com/abf,Subsidiary or Business Segment,$1 to $2 billion (USD),"Fort Smith, AR",1923,73%,9%,18%,2.7,4.2,3.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Children's National Hospital,Health Care Services & Hospitals,,5001 to 10000 Employees,456,999,341,87,113,https://www.childrensnational.org/,Hospital,$500 million to $1 billion (USD),"Washington, DC",1870,62%,19%,19%,2.7,4,3.7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Living Spaces,Home Furniture & Housewares Stores,,1001 to 5000 Employees,358,507,252,76,93,https://www.livingspaces.com/,Company - Private,Unknown / Non-Applicable,"La Mirada, CA",2003,55%,29%,16%,2.3,2.9,3.7,4,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0
Innocean,Advertising & Marketing,23 office locations,1001 to 5000 Employees,178,184,52,27,92,https://www.innocean.com/,Unknown,$1 to $2 billion (USD),"Seoul, South Korea",2005,59%,37%,4%,2.7,4.4,3.6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABF Freight,Trucking,25 office locations,5001 to 10000 Employees,384,441,371,80,75,https://www.arcb.com/abf,Subsidiary or Business Segment,$1 to $2 billion (USD),"Fort Smith, AR",1923,73%,9%,18%,2.7,4.2,3.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedmont Airlines,Airlines,15 office locations,10000+ Employees,419,484,120,101,105,https://www.piedmont-airlines.com/,Subsidiary or Business Segment,Unknown / Non-Applicable,"Salisbury, MD",1931,77%,7%,16%,1.8,3.9,3.8,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Advisor Group,Brokerage Services,9 office locations,1001 to 5000 Employees,174,208,32,43,42,https://www.advisorgroup.com/,Company - Private,$1 to $5 million (USD),"Phoenix, AZ",2016,67%,21%,12%,2.6,4.1,3.6,4,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granite City,Casual Restaurants,,1001 to 5000 Employees,171,274,--,24,17,https://www.gcfb.com/,Company - Public,Unknown / Non-Applicable,"Minneapolis, MN",1999,75%,13%,13%,2,2.4,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Trident Seafoods,Food & Beverage Manufacturing,8 office locations,5001 to 10000 Employees,140,156,135,19,42,https://www.tridentseafoods.com/,Company - Private,$2 to $5 billion (USD),"Seattle, WA",1973,68%,11%,21%,1.9,2.9,3.8,7,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSH Home Appliances USA,Consumer Products Manufacturing,3 office locations,1001 to 5000 Employees,147,316,2,25,34,https://www.bsh-group.com/,Subsidiary or Business Segment,$1 to $2 billion (USD),"Irvine, CA",1998,71%,13%,17%,2.5,3.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Check Point Software Technologies,Computer Hardware & Software,23 office locations,5001 to 10000 Employees,983,471,365,279,218,https://www.checkpoint.com/,Company - Public (CHKP),$1 to $2 billion (USD),"San Carlos, CA",1993,52%,20%,28%,3,3.9,3.6,3,1,1,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huawei Technologies,Telecommunications Services,28 office locations,10000+ Employees,7.4K,772,309,1.6k,1.9k,https://www.huawei.com/,Company - Private,$10+ billion (USD),"Shenzhen, China",1987,56%,19%,25%,2.9,3.4,3.7,11,1,1,1,1,1,1,1,1,1,0,1,0,1,6,1,1,1,0,1,0,1,1,0,4,1,1,0,1,0,0,0,0,1,0,4,1,1,1,0,0,1,5,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0
Wilsons The Leather Experts,N/A,8 office locations,1001 to 5000 Employees,214,261,1,31,69,https://www.wilsonsleather.com/,Company - Public (PRVU),$1 to $2 billion (USD),"Minneapolis, MN",null,55%,17%,28%,2.1,3.3,3.7,11,1,1,0,1,1,1,1,1,1,0,1,1,1,4,0,1,0,1,1,0,0,1,0,5,1,0,0,0,0,0,1,1,1,1,4,1,1,1,0,0,1,4,1,0,1,0,1,0,0,0,1,0,0,2,0,1,1,0,0
Granite City,Casual Restaurants,,1001 to 5000 Employees,171,274,--,24,17,https://www.gcfb.com/,Company - Public,Unknown / Non-Applicable,"Minneapolis, MN",1999,75%,13%,13%,2,2.4,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
R.C. Willey,"Department, Clothing, & Shoe Stores",14 office locations,1001 to 5000 Employees,171,178,45,32,44,https://www.rcwilley.com/,Subsidiary or Business Segment,$500 million to $1 billion (USD),"Salt Lake City, UT",1932,58%,10%,32%,2.2,3,3.7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spencer Stuart,Staffing & Outsourcing,5 office locations,1001 to 5000 Employees,329,236,39,100,105,https://www.spencerstuart.com/,Company - Private,$10 to $25 million (USD),"Chicago, IL",1956,70%,11%,19%,2.7,4.5,3.8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
St. Joseph's/Candler Health System,Health Care Services & Hospitals,,1001 to 5000 Employees,148,179,106,27,33,https://www.sjchs.org/,Nonprofit Organization,$10 to $25 million (USD),"Savannah, GA",1804,70%,11%,19%,2.3,3.4,3.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victaulic,Industrial Manufacturing,8 office locations,1001 to 5000 Employees,193,207,115,53,49,https://www.victaulic.com/,Company - Private,$1 to $2 billion (USD),"Easton, PA",1919,52%,24%,24%,2.9,4.4,3.8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F.N.B. Corporation,Banks & Credit Unions,,1001 to 5000 Employees,239,293,334,26,34,https://www.fnb-online.com/,Company - Public (FNB),$500 million to $1 billion (USD),"Pittsburgh, PA",1864,46%,38%,15%,2.4,4,3.8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marathon Petroleum,Oil & Gas Exploration & Production,22 office locations,10000+ Employees,863,1.3K,126,191,171,https://www.marathonpetroleum.com/,Company - Public (MPC),$10+ billion (USD),"Findlay, OH",1887,71%,10%,20%,2.7,4.2,3.9,9,1,1,1,1,1,1,0,0,1,0,1,0,1,4,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,5,0,1,1,1,0,0,1,0,1,0,0,4,1,1,1,0,1
Balfour Beatty,Construction,29 office locations,10000+ Employees,916,718,492,148,189,https://www.balfourbeatty.com/,Company - Public (BBY),$500 million to $1 billion (USD),"London, United Kingdom",1909,66%,15%,19%,2.7,4,3.7,7,1,1,1,1,1,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,1,1,0,4,1,1,1,1,0,0,4,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
AMN Healthcare,Health Care Services & Hospitals,8 office locations,1001 to 5000 Employees,764,751,16,171,201,https://www.amnhealthcare.com/,Company - Public (AMN ),$1 to $2 billion (USD),"San Diego, CA",1985,58%,25%,17%,2.7,3.3,3.7,9,1,1,1,1,1,1,1,1,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,5,1,1,1,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,1
Sulzer,Industrial Manufacturing,10 office locations,10000+ Employees,467,246,118,47,150,https://www.sulzer.com/,Company - Public (SUN),$2 to $5 billion (USD),"Winterthur, Switzerland",1834,63%,15%,22%,2.9,3.5,3.8,11,1,1,1,1,1,1,1,1,1,0,1,0,1,5,1,1,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0,1,7,1,1,1,1,0,0,1,0,1,0,1,4,1,1,1,0,1
Marathon Petroleum,Oil & Gas Exploration & Production,22 office locations,10000+ Employees,863,1.3K,126,191,171,https://www.marathonpetroleum.com/,Company - Public (MPC),$10+ billion (USD),"Findlay, OH",1887,71%,10%,20%,2.7,4.2,3.9,9,1,1,1,1,1,1,0,0,1,0,1,0,1,4,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,5,0,1,1,1,0,0,1,0,1,0,0,4,1,1,1,0,1
WPP,Advertising & Marketing,4 office locations,10000+ Employees,463,385,231,84,139,https://www.wpp.com/,Company - Public (WPPGY),$10+ billion (USD),"London, United Kingdom",1985,64%,18%,18%,2.8,3.9,3.6,11,1,1,1,1,1,1,1,1,0,0,1,1,1,5,0,1,1,1,0,1,0,1,0,6,1,1,1,1,1,0,0,0,1,0,5,1,1,1,1,0,1,4,1,0,1,1,1,0,0,0,0,0,0,4,1,1,1,1,0
NCSOFT,Video Games,,1001 to 5000 Employees,180,267,8,42,48,https://us.ncsoft.com/,Company - Public (036570),$10+ billion (USD),"Seoul, South Korea",1997,69%,7%,24%,2.8,3.9,3.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spencer Stuart,Staffing & Outsourcing,5 office locations,1001 to 5000 Employees,329,236,39,100,105,https://www.spencerstuart.com/,Company - Private,$10 to $25 million (USD),"Chicago, IL",1956,70%,11%,19%,2.7,4.5,3.8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,3,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
St. Joseph's/Candler Health System,Health Care Services & Hospitals,,1001 to 5000 Employees,148,179,106,27,33,https://www.sjchs.org/,Nonprofit Organization,$10 to $25 million (USD),"Savannah, GA",1804,70%,11%,19%,2.3,3.4,3.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victaulic,Industrial Manufacturing,8 office locations,1001 to 5000 Employees,193,207,115,53,49,https://www.victaulic.com/,Company - Private,$1 to $2 billion (USD),"Easton, PA",1919,52%,24%,24%,2.9,4.4,3.8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEI Hotels & Resorts,"Hotels, Motels, & Resorts",23 office locations,10000+ Employees,447,431,250,105,132,https://www.heihotels.com/,Company - Private,$10+ billion (USD),"Norwalk, CT",null,84%,10%,7%,2.5,3.3,3.7,7,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
